trial_idx,condition,task,trial_num,input_tokens,output_tokens,thinking_tokens,elapsed_seconds,output_file,timestamp
534,B_HiStr_LoCon,T1,25,233,3916,0,54.33,raw_B_HiStr_LoCon_T1_025.json,2026-04-09T14:17:36.973431+00:00
535,A_HiStr_HiCon,T3,13,781,2772,0,44.88,raw_A_HiStr_HiCon_T3_013.json,2026-04-09T14:18:41.854274+00:00
536,B_HiStr_LoCon,T5,3,228,4511,0,66.79,raw_B_HiStr_LoCon_T5_003.json,2026-04-09T14:20:08.641908+00:00
537,B_HiStr_LoCon,T3,4,229,3224,0,37.42,raw_B_HiStr_LoCon_T3_004.json,2026-04-09T14:21:06.066854+00:00
538,C_LoStr_HiCon,T3,3,579,1841,0,41.03,raw_C_LoStr_HiCon_T3_003.json,2026-04-09T14:22:07.093316+00:00
539,C_LoStr_HiCon,T3,19,579,2007,0,32.58,raw_C_LoStr_HiCon_T3_019.json,2026-04-09T14:22:59.669939+00:00
540,B_HiStr_LoCon,T1,16,233,2898,0,47.34,raw_B_HiStr_LoCon_T1_016.json,2026-04-09T14:24:07.013678+00:00
541,C_LoStr_HiCon,T3,13,579,1889,0,29.25,raw_C_LoStr_HiCon_T3_013.json,2026-04-09T14:24:56.263500+00:00
542,D_LoStr_LoCon,T1,14,31,2164,0,33.43,raw_D_LoStr_LoCon_T1_014.json,2026-04-09T14:25:49.697827+00:00
543,D_LoStr_LoCon,T5,1,26,1728,0,24.41,raw_D_LoStr_LoCon_T5_001.json,2026-04-09T14:26:36.634937+00:00
544,D_LoStr_LoCon,T4,25,27,2127,0,35.59,raw_D_LoStr_LoCon_T4_025.json,2026-04-09T14:27:33.787321+00:00
545,A_HiStr_HiCon,T4,13,755,2825,0,42.94,raw_A_HiStr_HiCon_T4_013.json,2026-04-09T14:28:36.742001+00:00
546,D_LoStr_LoCon,T5,15,26,2072,0,25.02,raw_D_LoStr_LoCon_T5_015.json,2026-04-09T14:29:21.765528+00:00
547,A_HiStr_HiCon,T3,21,781,2652,0,34.67,raw_A_HiStr_HiCon_T3_021.json,2026-04-09T14:30:19.044229+00:00
548,B_HiStr_LoCon,T5,26,228,3236,0,42.85,raw_B_HiStr_LoCon_T5_026.json,2026-04-09T14:31:21.896217+00:00
549,B_HiStr_LoCon,T3,23,229,3531,0,46.5,raw_B_HiStr_LoCon_T3_023.json,2026-04-09T14:34:28.506204+00:00
552,B_HiStr_LoCon,T2,16,231,4203,0,56.53,raw_B_HiStr_LoCon_T2_016.json,2026-04-09T14:35:45.821930+00:00
553,C_LoStr_HiCon,T3,10,579,2035,0,31.71,raw_C_LoStr_HiCon_T3_010.json,2026-04-09T14:36:37.534431+00:00
555,A_HiStr_HiCon,T3,20,781,2714,0,35.39,raw_A_HiStr_HiCon_T3_020.json,2026-04-09T14:37:32.923477+00:00
556,C_LoStr_HiCon,T3,27,579,1887,0,30.07,raw_C_LoStr_HiCon_T3_027.json,2026-04-09T14:38:22.996086+00:00
557,A_HiStr_HiCon,T5,7,740,3209,0,63.62,raw_A_HiStr_HiCon_T5_007.json,2026-04-09T14:39:46.617345+00:00
558,D_LoStr_LoCon,T4,9,27,2705,0,38.62,raw_D_LoStr_LoCon_T4_009.json,2026-04-09T14:40:45.238320+00:00
560,A_HiStr_HiCon,T2,14,733,0,0,34.48,raw_A_HiStr_HiCon_T2_014.json,2026-04-09T14:41:39.897109+00:00
561,B_HiStr_LoCon,T5,0,228,3479,0,43.76,raw_B_HiStr_LoCon_T5_000.json,2026-04-09T14:42:43.655019+00:00
562,C_LoStr_HiCon,T2,22,531,3859,0,47.3,raw_C_LoStr_HiCon_T2_022.json,2026-04-09T14:43:50.970119+00:00
563,C_LoStr_HiCon,T3,7,579,1636,0,23.38,raw_C_LoStr_HiCon_T3_007.json,2026-04-09T14:44:34.354717+00:00
564,A_HiStr_HiCon,T4,9,755,3648,0,41.68,raw_A_HiStr_HiCon_T4_009.json,2026-04-09T14:45:36.040093+00:00
565,C_LoStr_HiCon,T3,29,579,1606,0,27.61,raw_C_LoStr_HiCon_T3_029.json,2026-04-09T14:46:23.648318+00:00
566,A_HiStr_HiCon,T4,4,755,3198,0,44.08,raw_A_HiStr_HiCon_T4_004.json,2026-04-09T14:47:27.730144+00:00
567,D_LoStr_LoCon,T5,23,26,1964,0,27.45,raw_D_LoStr_LoCon_T5_023.json,2026-04-09T14:48:15.176698+00:00
568,C_LoStr_HiCon,T2,14,531,3237,0,36.63,raw_C_LoStr_HiCon_T2_014.json,2026-04-09T14:49:11.803357+00:00
569,B_HiStr_LoCon,T3,10,229,3250,0,45.6,raw_B_HiStr_LoCon_T3_010.json,2026-04-09T14:50:17.401508+00:00
571,D_LoStr_LoCon,T5,6,26,2330,0,27.42,raw_D_LoStr_LoCon_T5_006.json,2026-04-09T14:51:04.826498+00:00
572,C_LoStr_HiCon,T2,18,531,2650,0,33.53,raw_C_LoStr_HiCon_T2_018.json,2026-04-09T14:52:00.958423+00:00
573,D_LoStr_LoCon,T5,20,26,1765,0,28.49,raw_D_LoStr_LoCon_T5_020.json,2026-04-09T14:52:49.445094+00:00
574,B_HiStr_LoCon,T1,13,233,4010,0,51.49,raw_B_HiStr_LoCon_T1_013.json,2026-04-09T14:54:00.940676+00:00
576,B_HiStr_LoCon,T5,14,228,3394,0,46.13,raw_B_HiStr_LoCon_T5_014.json,2026-04-09T14:55:07.069995+00:00
578,B_HiStr_LoCon,T3,15,229,3637,0,58.62,raw_B_HiStr_LoCon_T3_015.json,2026-04-09T14:56:25.692560+00:00
579,C_LoStr_HiCon,T5,9,538,2219,0,32.74,raw_C_LoStr_HiCon_T5_009.json,2026-04-09T14:57:18.431992+00:00
580,D_LoStr_LoCon,T5,22,26,2187,0,29.45,raw_D_LoStr_LoCon_T5_022.json,2026-04-09T14:58:07.878838+00:00
581,B_HiStr_LoCon,T2,23,231,4203,0,58.05,raw_B_HiStr_LoCon_T2_023.json,2026-04-09T14:59:25.929564+00:00
582,D_LoStr_LoCon,T5,4,26,2050,0,28.91,raw_D_LoStr_LoCon_T5_004.json,2026-04-09T15:00:14.841296+00:00
583,A_HiStr_HiCon,T1,27,732,3366,0,47.84,raw_A_HiStr_HiCon_T1_027.json,2026-04-09T15:01:22.684770+00:00
584,D_LoStr_LoCon,T3,7,27,2668,0,37.61,raw_D_LoStr_LoCon_T3_007.json,2026-04-09T15:02:20.296304+00:00
585,B_HiStr_LoCon,T3,28,229,3424,0,55.32,raw_B_HiStr_LoCon_T3_028.json,2026-04-09T15:03:35.615418+00:00
586,B_HiStr_LoCon,T3,13,229,3682,0,43.51,raw_B_HiStr_LoCon_T3_013.json,2026-04-09T15:04:39.127879+00:00
587,A_HiStr_HiCon,T4,5,755,3386,0,48.78,raw_A_HiStr_HiCon_T4_005.json,2026-04-09T15:05:47.912549+00:00
590,C_LoStr_HiCon,T5,12,538,2113,0,27.18,raw_C_LoStr_HiCon_T5_012.json,2026-04-09T15:06:35.091527+00:00
591,A_HiStr_HiCon,T3,29,781,3765,0,54.56,raw_A_HiStr_HiCon_T3_029.json,2026-04-09T15:08:36.461883+00:00
592,D_LoStr_LoCon,T4,18,27,2292,0,34.52,raw_D_LoStr_LoCon_T4_018.json,2026-04-09T15:09:30.983656+00:00
593,A_HiStr_HiCon,T4,14,755,3972,0,58.35,raw_A_HiStr_HiCon_T4_014.json,2026-04-09T15:10:49.335311+00:00
594,A_HiStr_HiCon,T5,22,740,3582,0,46.61,raw_A_HiStr_HiCon_T5_022.json,2026-04-09T15:11:55.946693+00:00
595,B_HiStr_LoCon,T3,18,229,3042,0,45.69,raw_B_HiStr_LoCon_T3_018.json,2026-04-09T15:13:01.640662+00:00
596,B_HiStr_LoCon,T4,10,229,3059,0,39.86,raw_B_HiStr_LoCon_T4_010.json,2026-04-09T15:14:01.504307+00:00
597,B_HiStr_LoCon,T5,11,228,3266,0,36.74,raw_B_HiStr_LoCon_T5_011.json,2026-04-09T15:14:58.245732+00:00
598,A_HiStr_HiCon,T1,25,732,3145,0,39.37,raw_A_HiStr_HiCon_T1_025.json,2026-04-09T15:15:57.612316+00:00
599,A_HiStr_HiCon,T4,24,755,3829,0,50.61,raw_A_HiStr_HiCon_T4_024.json,2026-04-09T15:17:08.220436+00:00
